"No.","Time","Source","Destination","Protocol","Length","Info"
"612","1.666559","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=308281 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 616]"
"613","1.666624","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=309661 Win=261888 Len=0"
"614","1.666920","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=309661 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 616]"
"615","1.668394","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=311041 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 616]"
"616","1.668394","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data"
"617","1.668481","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=313801 Win=261888 Len=0"
"618","1.673774","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data"
"619","1.673774","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=315181 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"620","1.673774","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=316561 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"621","1.673879","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=317941 Win=261888 Len=0"
"622","1.684106","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=317941 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"623","1.684106","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=319321 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"624","1.684106","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=320701 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"625","1.684231","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=322081 Win=261888 Len=0"
"626","1.685924","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=322081 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"627","1.685998","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=323461 Win=261888 Len=0"
"628","1.686514","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=323461 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"629","1.686514","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=324841 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"630","1.686604","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=326221 Win=261888 Len=0"
"631","1.688108","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=326221 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"632","1.691103","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=327601 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"633","1.691187","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=328981 Win=261888 Len=0"
"634","1.693401","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=328981 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 635]"
"635","1.695230","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data, Application Data"
"636","1.695317","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=331741 Win=261888 Len=0"
"637","1.698172","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=331741 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"638","1.700129","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=333121 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"639","1.700206","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=334501 Win=261888 Len=0"
"640","1.703007","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=334501 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"641","1.704963","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=335881 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"642","1.705042","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=337261 Win=261888 Len=0"
"643","1.708338","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=337261 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"644","1.710464","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=338641 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"645","1.710545","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=340021 Win=261888 Len=0"
"646","1.713034","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=340021 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"647","1.715144","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=341401 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"648","1.715219","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=342781 Win=261888 Len=0"
"649","1.716019","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=342781 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"650","1.718196","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=344161 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"651","1.718269","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=345541 Win=261888 Len=0"
"652","1.719016","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=345541 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 653]"
"653","1.721586","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data, Application Data, Application Data"
"654","1.721659","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=348301 Win=261888 Len=0"
"655","1.724606","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=348301 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"656","1.726172","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=349681 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"657","1.726326","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=351061 Win=261888 Len=0"
"658","1.728016","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=351061 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"659","1.728762","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=352441 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"660","1.728844","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=353821 Win=261888 Len=0"
"661","1.731042","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=353821 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"662","1.742974","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=355201 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"663","1.742974","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=356581 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"664","1.743113","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=357961 Win=261888 Len=0"
"665","1.743560","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=357961 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"666","1.743560","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=359341 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"667","1.743653","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=360721 Win=261888 Len=0"
"668","1.746925","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=360721 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"669","1.746925","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1024","443  >  59374 [PSH, ACK] Seq=362101 Ack=3163 Win=61952 Len=950 [TCP PDU reassembled in 672]"
"670","1.746925","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=363051 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 672]"
"671","1.747062","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=364431 Win=261888 Len=0"
"672","1.753824","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data, Application Data"
"673","1.753824","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=365811 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"674","1.753824","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=367191 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"675","1.753944","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=368571 Win=261888 Len=0"
"676","1.754068","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=368571 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"677","1.754110","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=369951 Win=261888 Len=0"
"678","1.756294","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=369951 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"679","1.758302","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=371331 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"680","1.758454","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=372711 Win=261888 Len=0"
"681","1.768443","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=372711 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"682","1.768443","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=374091 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"683","1.768443","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=375471 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"684","1.768564","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=376851 Win=261888 Len=0"
"685","1.768819","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=376851 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"686","1.768819","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=378231 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"687","1.768819","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=379611 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 689]"
"688","1.768901","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=380991 Win=261888 Len=0"
"689","1.769950","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data, Application Data"
"690","1.770371","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=382371 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"691","1.770445","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=383751 Win=261888 Len=0"
"692","1.772354","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=383751 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"693","1.773094","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=385131 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"694","1.773170","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=386511 Win=261888 Len=0"
"695","1.775035","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=386511 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"696","1.785265","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=387891 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"697","1.785265","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=389271 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"698","1.785265","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=390651 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"699","1.785265","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=392031 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"700","1.785265","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=393411 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"701","1.785393","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=394791 Win=261888 Len=0"
"702","1.786038","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=394791 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 703]"
"703","1.786806","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data, Application Data"
"704","1.786903","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=397551 Win=261888 Len=0"
"705","1.788966","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=397551 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"706","1.790143","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=398931 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"707","1.790237","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=400311 Win=261888 Len=0"
"708","1.792256","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=400311 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"709","1.792952","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=401691 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"710","1.793042","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=403071 Win=261888 Len=0"
"711","1.795361","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=403071 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"712","1.796352","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=404451 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"713","1.796427","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=405831 Win=261888 Len=0"
"714","1.799596","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=405831 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"715","1.799596","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=407211 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"716","1.799689","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=408591 Win=261888 Len=0"
"717","1.809599","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=408591 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"718","1.810278","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=409971 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"719","1.810351","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=411351 Win=261888 Len=0"
"720","1.822167","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=411351 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 721]"
"721","1.822167","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data, Application Data"
"722","1.822167","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=414111 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"723","1.822167","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=415491 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"724","1.822167","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=416871 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"725","1.822348","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=418251 Win=261888 Len=0"
"726","1.822698","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=418251 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"727","1.822698","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=419631 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"728","1.822775","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=421011 Win=261888 Len=0"
"729","1.823478","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=421011 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"730","1.823547","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=422391 Win=261888 Len=0"
"731","1.825395","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=422391 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"732","1.827159","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=423771 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"733","1.827252","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=425151 Win=261888 Len=0"
"734","1.829144","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=425151 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"735","1.831243","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=426531 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"736","1.831345","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=427911 Win=261888 Len=0"
"737","1.832993","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=427911 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 738]"
"738","1.843648","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Application Data, Application Data"
"739","1.843753","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=3163 Ack=430671 Win=261888 Len=0"
"740","2.091914","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=430671 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 753]"
"741","2.091914","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [ACK] Seq=432051 Ack=3163 Win=61952 Len=1380 [TCP PDU reassembled in 753]"
