"No.","Time","Source","Destination","Protocol","Length","Info"
"2644","8.999675","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=120393 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2645","8.999675","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=121773 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2646","9.005005","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1030:807:14::43a","TCP","86","63811  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"2647","9.006360","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=56057 Win=4195072 Len=0"
"2648","9.006360","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=58817 Win=4195072 Len=0"
"2649","9.006360","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=60197 Win=4195072 Len=0"
"2650","9.006360","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=61577 Win=4195072 Len=0"
"2651","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=123153 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2652","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=124533 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2653","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=125913 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2654","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=127293 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2655","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=128673 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2656","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=130053 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2657","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=131433 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2658]"
"2658","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TLSv1.3","1454","Application Data"
"2659","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=134193 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2660","9.006571","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=135573 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2661","9.020493","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=64337 Win=4195072 Len=0"
"2662","9.020493","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=69857 Win=4195072 Len=0"
"2663","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=136953 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2664","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=138333 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2665","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=139713 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2666","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=141093 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2667","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=142473 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2668","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=143853 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2669","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=145233 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2670","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=146613 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2671","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=147993 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2672]"
"2672","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TLSv1.3","1454","Application Data"
"2673","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=150753 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2674","9.020932","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=152133 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2675","9.022479","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=72617 Win=4195072 Len=0"
"2676","9.023509","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=153513 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2677","9.023509","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=154893 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2678","9.023509","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=156273 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2679","9.023509","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=157653 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2680","9.027305","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=75377 Win=4195072 Len=0"
"2681","9.027429","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=159033 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2682","9.027429","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=160413 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2683","9.027429","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=161793 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2684","9.027429","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=163173 Ack=6978 Win=64000 Len=1380 [TCP PDU reassembled in 2689]"
"2685","9.032590","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=6978 Ack=78137 Win=4195072 Len=0"
"2686","9.032590","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","109","Application Data"
"2687","9.032590","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=79517 Win=4195072 Len=0"
"2688","9.032890","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=164553 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2689]"
"2689","9.032890","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TLSv1.3","1454","Application Data"
"2690","9.032890","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=167313 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2691","9.032890","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=168693 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2692","9.032890","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=170073 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2693","9.032890","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=171453 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2694","9.038913","10.111.196.155","10.111.196.144","DNS","89","Standard query 0x1092 A v10.events.data.microsoft.com"
"2695","9.039482","10.111.196.155","10.111.196.144","DNS","89","Standard query 0x6808 AAAA v10.events.data.microsoft.com"
"2696","9.057771","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=80897 Win=4195072 Len=0"
"2697","9.057771","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=82277 Win=4195072 Len=0"
"2698","9.057904","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=172833 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2699","9.057904","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=174213 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2700","9.057904","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=175593 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2701","9.057904","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=176973 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2702","9.060343","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=83657 Win=4195072 Len=0"
"2703","9.060423","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=178353 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2704","9.060423","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=179733 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2705","9.076685","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=85037 Win=4195072 Len=0"
"2706","9.076779","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=181113 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2707]"
"2707","9.076779","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TLSv1.3","1454","Application Data"
"2708","9.114948","10.111.196.144","10.111.196.155","DNS","226","Standard query response 0x1092 A v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdwus08.westus.cloudapp.azure.com A 20.189.173.9"
"2709","9.114948","10.111.196.144","10.111.196.155","DNS","238","Standard query response 0x6808 AAAA v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdwus08.westus.cloudapp.azure.com AAAA 64:ff9b::14bd:ad09"
"2710","9.117527","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::14bd:ad09","TCP","86","63812  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"2711","9.180663","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=86417 Win=4195072 Len=0"
"2712","9.180663","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=88653 Win=4195072 Len=0"
"2713","9.180663","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=90033 Win=4195072 Len=0"
"2714","9.180888","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=183873 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2715","9.180888","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=185253 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2716","9.180888","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=186633 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2717","9.180888","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=188013 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2718","9.180888","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=189393 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2719","9.180888","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=190773 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2720","9.180888","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=192153 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2721","9.181991","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=91413 Win=4195072 Len=0"
"2722","9.182192","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=193533 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2723","9.182192","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=194913 Ack=7013 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2724","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=94173 Win=4195072 Len=0"
"2725","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7013 Ack=95553 Win=4195072 Len=0"
"2726","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","109","Application Data"
"2727","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=96933 Win=4195072 Len=0"
"2728","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=98313 Win=4195072 Len=0"
"2729","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=101073 Win=4195072 Len=0"
"2730","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=102453 Win=4195072 Len=0"
"2731","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=105213 Win=4195072 Len=0"
"2732","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=106593 Win=4195072 Len=0"
"2733","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=107973 Win=4195072 Len=0"
"2734","9.258403","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=109353 Win=4195072 Len=0"
"2735","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=196293 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2736]"
"2736","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TLSv1.3","1454","Application Data"
"2737","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [PSH, ACK] Seq=199053 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2738","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=200433 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2739","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=201813 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2740","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=203193 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2741","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=204573 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2742","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=205953 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2743","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=207333 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2744","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=208713 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2745","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=210093 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2746","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=211473 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2747","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=212853 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2748]"
"2748","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TLSv1.3","1454","Application Data"
"2749","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [PSH, ACK] Seq=215613 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2750","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=216993 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2751","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=218373 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2752","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=219753 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2753","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=221133 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2754","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=222513 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2755","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=223893 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2756","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=225273 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2757","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=226653 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2758","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=228033 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2759","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=229413 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2760]"
"2760","9.258713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TLSv1.3","1454","Application Data"
"2761","9.264022","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=110733 Win=4195072 Len=0"
"2762","9.264022","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=112113 Win=4195072 Len=0"
"2763","9.264600","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=232173 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2791]"
"2764","9.264600","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [PSH, ACK] Seq=233553 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2791]"
"2765","9.264600","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=234933 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2791]"
"2766","9.264600","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","1454","50738  >  443 [ACK] Seq=236313 Ack=7048 Win=65280 Len=1380 [TCP PDU reassembled in 2791]"
"2767","9.265034","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Server Hello"
"2768","9.266085","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  60985 [ACK] Seq=1480 Ack=2651 Win=4194304 Len=1380 [TCP PDU reassembled in 2772]"
"2769","9.266176","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","74","60985  >  443 [ACK] Seq=2651 Ack=2860 Win=65280 Len=0"
"2770","9.267922","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  60985 [ACK] Seq=2860 Ack=2651 Win=4194304 Len=1380 [TCP PDU reassembled in 2772]"
"2771","9.272479","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  60985 [ACK] Seq=4240 Ack=2651 Win=4194304 Len=1380 [TCP PDU reassembled in 2772]"
"2772","9.272479","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","920","Application Data"
"2773","9.272479","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=113493 Win=4195072 Len=0"
"2774","9.272479","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=114873 Win=4195072 Len=0"
"2775","9.272479","64:ff9b::d59:b30a","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  50738 [ACK] Seq=7048 Ack=116253 Win=4195072 Len=0"
"2776","9.272655","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::d59:b30a","TCP","74","60985  >  443 [ACK] Seq=2651 Ack=6466 Win=65280 Len=0"
